name,account_number,account_name,parent_account,root_type,report_type,account_type,is_group,disabled,company,account_currency,old_parent,creation,modified
7521 - 權益法認列之投資損失 - O,7521,權益法認列之投資損失,752 - 投資損失 - O,Income,Profit and Loss,,0,0,OO,TWD,752 - 投資損失 - O,2026-06-10 17:20:15.386682,2026-06-14 18:00:46.070610
7523 - 短期投資未實現跌價損失 - O,7523,短期投資未實現跌價損失,752 - 投資損失 - O,Income,Profit and Loss,,0,0,OO,TWD,752 - 投資損失 - O,2026-06-10 17:20:15.396390,2026-06-14 18:00:46.115850
754 - 處分投資損失 - O,754,處分投資損失,75~78 - 營業外費用 - O,Income,Profit and Loss,,1,0,OO,TWD,75~78 - 營業外費用 - O,2026-06-10 17:20:15.403566,2026-06-14 18:00:46.164151
7541 - 處分投資損失 - O,7541,處分投資損失,754 - 處分投資損失 - O,Income,Profit and Loss,,0,0,OO,TWD,754 - 處分投資損失 - O,2026-06-10 17:20:15.410924,2026-06-14 18:00:46.215809
755 - 處分資產損失 - O,755,處分資產損失,75~78 - 營業外費用 - O,Income,Profit and Loss,,1,0,OO,TWD,75~78 - 營業外費用 - O,2026-06-10 17:20:15.421120,2026-06-14 18:00:46.293790
7551 - 處分資產損失 - O,7551,處分資產損失 ,755 - 處分資產損失 - O,Income,Profit and Loss,,0,0,OO,TWD,755 - 處分資產損失 - O,2026-06-10 17:20:15.428461,2026-06-14 18:00:46.362703
8 - 所得稅費用(利益) - O,8,所得稅費用(利益),,Expense,Profit and Loss,,1,0,OO,TWD,,2026-06-10 17:20:14.558338,2026-06-10 17:20:14.558338
81 - 所得稅費用(利益) - O,81,所得稅費用(利益),8 - 所得稅費用(利益) - O,Expense,Profit and Loss,,1,0,OO,TWD,8 - 所得稅費用(利益) - O,2026-06-10 17:20:14.571389,2026-06-14 18:00:40.939298
811 - 所得稅費用(利益) - O,811,所得稅費用(利益) ,81 - 所得稅費用(利益) - O,Expense,Profit and Loss,,1,0,OO,TWD,81 - 所得稅費用(利益) - O,2026-06-10 17:20:14.582959,2026-06-14 18:00:41.001671
8111 - 所得稅費用(利益) - O,8111,所得稅費用(利益) ,811 - 所得稅費用(利益) - O,Expense,Profit and Loss,,0,0,OO,TWD,811 - 所得稅費用(利益) - O,2026-06-10 17:20:14.595012,2026-06-14 18:00:41.038216
9 - 非經常營業損益 - O,9,非經常營業損益,,Expense,Profit and Loss,,1,0,OO,TWD,,2026-06-10 17:20:18.394429,2026-06-10 17:20:18.394429
91 - 停業部門損益 - O,91,停業部門損益,9 - 非經常營業損益 - O,Expense,Profit and Loss,,1,0,OO,TWD,9 - 非經常營業損益 - O,2026-06-10 17:20:18.402629,2026-06-14 18:01:10.448076
911 - 停業部門損益—停業前營業損益 - O,911,停業部門損益—停業前營業損益,91 - 停業部門損益 - O,Expense,Profit and Loss,,1,0,OO,TWD,91 - 停業部門損益 - O,2026-06-10 17:20:18.414826,2026-06-14 18:01:10.481675
9111 - 停業部門損益—停業前營業損益 - O,9111,停業部門損益—停業前營業損益,911 - 停業部門損益—停業前營業損益 - O,Expense,Profit and Loss,,0,0,OO,TWD,911 - 停業部門損益—停業前營業損益 - O,2026-06-10 17:20:18.425762,2026-06-14 18:01:10.511004
912 - 停業部門損益—處分損益 - O,912,停業部門損益—處分損益,91 - 停業部門損益 - O,Expense,Profit and Loss,,1,0,OO,TWD,91 - 停業部門損益 - O,2026-06-10 17:20:18.437275,2026-06-14 18:01:10.541258
9121 - 停業部門損益—處分損益 - O,9121,停業部門損益—處分損益,912 - 停業部門損益—處分損益 - O,Expense,Profit and Loss,,0,0,OO,TWD,912 - 停業部門損益—處分損益 - O,2026-06-10 17:20:18.446177,2026-06-14 18:01:10.571757
94 - 少數股權淨利 - O,94,少數股權淨利,9 - 非經常營業損益 - O,Expense,Profit and Loss,,1,0,OO,TWD,9 - 非經常營業損益 - O,2026-06-10 17:20:18.458835,2026-06-14 18:01:10.609137
941 - 少數股權淨利 - O,941,少數股權淨利,94 - 少數股權淨利 - O,Expense,Profit and Loss,,1,0,OO,TWD,94 - 少數股權淨利 - O,2026-06-10 17:20:18.467832,2026-06-14 18:01:10.643596
9411 - 少數股權淨利 - O,9411,少數股權淨利,941 - 少數股權淨利 - O,Expense,Profit and Loss,,0,0,OO,TWD,941 - 少數股權淨利 - O,2026-06-10 17:20:18.480440,2026-06-14 18:01:10.675584
93 - 會計原則變動累積影響數 - O,93,會計原則變動累積影響數,9 - 非經常營業損益 - O,Expense,Profit and Loss,,1,0,OO,TWD,9 - 非經常營業損益 - O,2026-06-10 17:20:18.496896,2026-06-14 18:01:10.711191
931 - 會計原則變動累積影響數 - O,931,會計原則變動累積影響數,93 - 會計原則變動累積影響數 - O,Expense,Profit and Loss,,1,0,OO,TWD,93 - 會計原則變動累積影響數 - O,2026-06-10 17:20:18.506217,2026-06-14 18:01:10.745097
9311 - 會計原則變動累積影響數 - O,9311,會計原則變動累積影響數,931 - 會計原則變動累積影響數 - O,Expense,Profit and Loss,,0,0,OO,TWD,931 - 會計原則變動累積影響數 - O,2026-06-10 17:20:18.519284,2026-06-14 18:01:10.774664
92 - 非常損益 - O,92,非常損益,9 - 非經常營業損益 - O,Expense,Profit and Loss,,1,0,OO,TWD,9 - 非經常營業損益 - O,2026-06-10 17:20:18.532329,2026-06-14 18:01:10.803849
921 - 非常損益 - O,921,非常損益,92 - 非常損益 - O,Expense,Profit and Loss,,1,0,OO,TWD,92 - 非常損益 - O,2026-06-10 17:20:18.541968,2026-06-14 18:01:10.833274
9211 - 非常損益 - O,9211,非常損益,921 - 非常損益 - O,Expense,Profit and Loss,,0,0,OO,TWD,921 - 非常損益 - O,2026-06-10 17:20:18.557378,2026-06-14 18:01:10.862463
